SourceOccurrenceKey,SourceID,SourceBook,Grade,Semester,SourceRow,Word,MatchKey,British,American,Definition,SourceFile
kepu_start3|g3-lower|r030|see,kepu_start3,3年级下,3,下,30,see,see,[siː],[siː],vi. 看;看见;领会 vt. 看见;理解;领会,科普版三年级起点三年级下.xlsx
kepu_start3|g3-lower|r031|she,kepu_start3,3年级下,3,下,31,she,she,[ʃi],[ʃi; ʃiː],n. 女人;雌性动物 pron. 她(主格);它(用来指雌性动物或国家、船舶、地球、月亮等),科普版三年级起点三年级下.xlsx
kepu_start3|g3-lower|r032|with,kepu_start3,3年级下,3,下,32,with,with,[wɪð],[wɪð; wɪθ],prep. 用;随着;支持;和...在一起,科普版三年级起点三年级下.xlsx
kepu_start3|g3-lower|r033|doll,kepu_start3,3年级下,3,下,33,doll,doll,[dɒl],[dɑːl],n. 洋娃娃;玩偶;无头脑的美丽女人 vt. 把...打扮得花枝招展,科普版三年级起点三年级下.xlsx
kepu_start3|g3-lower|r034|day,kepu_start3,3年级下,3,下,34,day,day,[deɪ],[deɪ],n. 一天;时期;白昼 adj. 日间的;逐日的 adv. 每天;经常在白天地,科普版三年级起点三年级下.xlsx
kepu_start3|g3-lower|r035|sun,kepu_start3,3年级下,3,下,35,sun,sun,[sʌn],[sʌn],n. 太阳 vt. 使晒 vi. 晒太阳,科普版三年级起点三年级下.xlsx
kepu_start3|g3-lower|r036|play,kepu_start3,3年级下,3,下,36,play,play,[pleɪ],[pleɪ],n. 游戏;比赛;剧本 vt. 游戏;扮演;演奏;播放;同...比赛 vi. 演奏;玩耍;上演;参加比赛,科普版三年级起点三年级下.xlsx
kepu_start3|g3-lower|r037|game,kepu_start3,3年级下,3,下,37,game,game,[ɡeɪm],[ɡeɪm],n. 游戏;比赛 adj. 勇敢的 vi. 赌博,科普版三年级起点三年级下.xlsx
kepu_start3|g3-lower|r038|run,kepu_start3,3年级下,3,下,38,run,run,[rʌn],[rʌn],"n. 奔跑;赛跑;趋向;奔跑的路程 vt. 管理,经营;运行;参赛 vi. 经营;奔跑;运转",科普版三年级起点三年级下.xlsx
kepu_start3|g3-lower|r039|two,kepu_start3,3年级下,3,下,39,two,two,[tuː],[tuː],num. 二 n. 两个 adj. 两个的,科普版三年级起点三年级下.xlsx
